"ServerName","SQS_logodds","SE_SQS","CI_low","CI_high","MeasuredSkill","UnmeasuredCraft"
"Liudmila Samsonova",-0.417165350662292,0.153146498824617,-0.717326972716947,-0.117003728607638,-0.634742655467016,0.217577304804724
"Ashlyn Krueger",-0.45793446243789,0.205852035115681,-0.8613970374089,-0.0544718874668798,-0.420261092353134,-0.0376733700847558
"Barbora Krejcikova",-0.517074564356156,0.136346235168351,-0.784308274713752,-0.24984085399856,-0.754034218566507,0.23695965421035
"Coco Vandeweghe",-0.538701560660691,0.179350193494641,-0.890221480530477,-0.187181640790905,-0.58077579970236,0.0420742390416693
"Rebecca Peterson",-0.583895470888981,0.166104431260932,-0.909454173832916,-0.258336767945045,-0.774848804022697,0.190953333133716
"Caroline Garcia",-0.612923635337166,0.143597777480646,-0.894370107459228,-0.331477163215104,-0.739708140940937,0.126784505603771
"Petra Kvitova",-0.616834338061112,0.159670859028119,-0.929783471136798,-0.303885204985426,-0.70900802743582,0.0921736893747082
"Danielle Collins",-0.648691686801068,0.139677740495047,-0.922455027613291,-0.374928345988844,-0.651124794677436,0.00243310787636803
"Rebeka Masarova",-0.658407189972377,0.190713642166809,-1.03219905997978,-0.284615319964973,-0.609269921870744,-0.0491372681016336
"Serena Williams",-0.662972376375004,0.129323594131489,-0.916441963223998,-0.409502789526011,-0.734529006360629,0.0715566299856251
"Maria Sharapova",-0.669533130071323,0.209195323382364,-1.07954842963497,-0.25951783050768,-0.705155741447597,0.0356226113762739
"Nina Stojanovic",-0.690951987648424,0.175646740201595,-1.03521327244541,-0.346690702851435,-0.703679719202636,0.0127277315542116
"Aryna Sabalenka",-0.699582855216567,0.117267296368008,-0.929422532662247,-0.469743177770887,-0.638815526262232,-0.0607673289543349
"Belinda Bencic",-0.705960499267937,0.126277700888711,-0.953460245060332,-0.458460753475542,-0.885523774658207,0.17956327539027
"Jule Niemeier",-0.712052351698768,0.162933004364903,-1.03139517214689,-0.39270953125065,-0.801786101516915,0.089733749818147
"Kaia Kanepi",-0.712643234129934,0.136225059891144,-0.979639445308387,-0.445647022951481,-0.884787382367019,0.172144148237085
"Tamara Zidansek",-0.712919005066288,0.168520738535336,-1.04321358324364,-0.382624426888938,-0.851812221921378,0.138893216855089
