"ServerName","SQS_logodds","SE_SQS","CI_low","CI_high","MeasuredSkill","UnmeasuredCraft"
"John Isner",0.378597435438019,0.0724121403328264,0.236672248342219,0.520522622533819,0.0227692901282691,0.35582814530975
"Milos Raonic",0.307652176050493,0.099609093690391,0.11242193988465,0.502882412216335,0.0726406360253771,0.235011540025116
"Marin Cilic",0.277483538733961,0.1011674822397,0.0791989171375536,0.475768160330369,0.031859320099629,0.245624218634332
"Quentin Halys",0.215214380481691,0.12432315113253,-0.0284545181825981,0.458883279145979,-0.024465600990232,0.239679981471923
"Matteo Berrettini",0.182290680698541,0.0761594919777106,0.0330208193413612,0.331560542055721,0.0151818550683786,0.167108825630163
"Sam Querrey",0.175387583372575,0.115550397885446,-0.0510870348821728,0.401862201627323,0.0416434590701669,0.133744124302408
"Alexander Bublik",0.161425000175347,0.10745582383757,-0.0491845444753703,0.372034544826064,-0.0100848753899897,0.171509875565336
"Kevin Anderson",0.159710015597895,0.0838895591873644,-0.00471049908828022,0.324130530284071,0.0572935741278203,0.102416441470075
"Nick Kyrgios",0.153585209556254,0.0902973936054082,-0.0233944298081838,0.330564848920691,0.0272750826263768,0.126310126929877
"Grigor Dimitrov",0.142227006573576,0.0895056162420089,-0.0332007776748251,0.317654790821976,-0.0578887588326744,0.20011576540625
"Alexander Zverev",0.130731956071238,0.0916377412162258,-0.0488747163371657,0.310338628479643,-0.0221490619023055,0.152881017973544
"Tim Van Rijthoven",0.128654663953075,0.126541886738783,-0.119362876590687,0.376672204496837,0.000843129461852499,0.127811534491222
"Arthur Rinderknech",0.0986186572332596,0.141450376504854,-0.178618986315885,0.375856300782404,-0.0315582816388234,0.130176938872083
"Holger Rune",0.0922779032295306,0.0965498508443018,-0.0969563271380151,0.281512133597076,-0.1139293501867,0.20620725341623
"Roger Federer",0.0884144612100483,0.0767288947407629,-0.0619714090554118,0.238800331475508,-0.0549253177543414,0.14333977896439
"Nicolas Jarry",0.0824595386672063,0.154190680901615,-0.219748642651666,0.384667719986079,0.0597342416152816,0.0227252970519247
"Gael Monfils",0.0801092267511176,0.0923873495512253,-0.100966650996397,0.261185104498632,-0.146080360409205,0.226189587160322
"Taylor Fritz",0.070167426231155,0.0791203147995768,-0.084905541221487,0.225240393683797,-0.0396773259582708,0.109844752189426
"Stefanos Tsitsipas",0.0662027550176974,0.0718775023497224,-0.0746745608864516,0.207080070921846,-0.0608424223929512,0.127045177410649
"Hubert Hurkacz",0.0618595692702209,0.0901276910461837,-0.114787459190052,0.238506597730494,-0.0261613528085978,0.0880209220788187
"Dominic Thiem",0.0547920719385083,0.121259889168874,-0.182872943601803,0.292457087478819,0.0105770432284393,0.044215028710069
"Pedro Cachin",0.0526865659462682,0.140131159146554,-0.221965459092828,0.327338590985364,-0.0802548587524324,0.132941424698701
"Brandon Nakashima",0.0470094391664903,0.110931315207364,-0.170411943397604,0.264430821730585,-0.0920414030656943,0.139050842232185
"Jiri Lehecka",0.0374574121877385,0.135908965307123,-0.228919264990326,0.303834089365802,-0.144293116682484,0.181750528870223
"James Duckworth",0.0328535379510243,0.125062317123125,-0.212264099433427,0.277971175335475,-0.0453560171203902,0.0782095550714145
"Benoit Paire",0.025968931149414,0.127443228578827,-0.223815206938593,0.275753069237421,-0.114895758767065,0.140864689916479
"Andrey Rublev",0.0176200398686127,0.0866368472455234,-0.152185060466711,0.187425140203937,-0.143629011854995,0.161249051723608
"Jordan Thompson",-0.00554266735982967,0.103243739624237,-0.207896678652565,0.196811343932906,-0.156902718298343,0.151360050938514
"Stan Wawrinka",-0.00630918934857769,0.0939403187783248,-0.190428830850306,0.177810452153151,-0.0463603408043134,0.0400511514557358
"Matthew Ebden",-0.00638788248271416,0.12841959156375,-0.258085656857009,0.24530989189158,-0.106639628717212,0.100251746234497
"Yosuke Watanuki",-0.00777876372760292,0.142076417386551,-0.286243424857724,0.270685897402518,-0.0132498053741745,0.00547104164657162
"Christopher Eubanks",-0.00883409617519083,0.103576042803297,-0.211839409730831,0.19417121738045,-0.0380230933951047,0.0291889972199138
"Botic Van De Zandschulp",-0.0168581684513468,0.12923971589654,-0.270163356980754,0.23644702007806,-0.0498855904332291,0.0330274219818823
"Maxime Cressy",-0.0203318620189295,0.131136750386972,-0.277355169827013,0.236691445789154,-0.0886413423455896,0.06830948032666
"Marcos Baghdatis",-0.02280738331869,0.13584130714367,-0.289051452933126,0.243436686295746,-0.00247027082910703,-0.020337112489583
"Denis Shapovalov",-0.0317033860596895,0.0905413958099468,-0.209161260957171,0.145754488837792,-0.117106870896612,0.0854034848369229
"Jannik Sinner",-0.0353524819141729,0.0743486777430066,-0.18107321258864,0.110368248760295,-0.11529568217925,0.0799432002650774
"Alejandro Tabilo",-0.0366378124305696,0.144426933999299,-0.319709401466739,0.2464337766056,-0.164507899711265,0.127870087280695
"Roman Safiullin",-0.0379861787553417,0.141614520222674,-0.315545538079702,0.239573180569018,-0.0549337342620097,0.016947555506668
"Aslan Karatsev",-0.0427150722936157,0.138362121505082,-0.313899847268132,0.228469702680901,-0.0456255544178218,0.00291048212420617
"Reilly Opelka",-0.0432342029001397,0.121479180991873,-0.281329022515633,0.194860616715354,0.0380889503901214,-0.0813231532902611
"Maximilian Marterer",-0.0449708273268076,0.14245897590703,-0.324185289379046,0.23424363472543,-0.0375607806955033,-0.00741004663130427
"Lukas Lacko",-0.0608174200982859,0.144720868989477,-0.344465111129,0.222830270932428,-0.0566488202453097,-0.00416859985297619
"Karen Khachanov",-0.0623540990705026,0.0942840098287352,-0.247147362652844,0.122439164511839,-0.069349357020151,0.00699525794964842
"Ernests Gulbis",-0.0637222735519724,0.109382849260272,-0.27810871862848,0.150664171524535,-0.0748372078364485,0.0111149342844761
"Jeremy Chardy",-0.0686250509774338,0.143358520729584,-0.349602588484358,0.21235248652949,-0.0304850630398984,-0.0381399879375355
"Laslo Djere",-0.0686488248656876,0.133396780980374,-0.330101711240799,0.192804061509424,-0.155327006540428,0.0866781816747408
"Bernard Tomic",-0.06881405316905,0.136611871600626,-0.336568401366887,0.198940295028787,-0.147595223709052,0.078781170540002
"Horacio Zeballos",-0.0715041688832992,0.143615177359906,-0.352984744142047,0.209976406375449,-0.181007335893202,0.109503167009902
"Thanasi Kokkinakis",-0.0722855853504716,0.143399098889089,-0.353342654588584,0.208771483887641,-0.116161029103292,0.0438754437528204
"Lloyd Harris",-0.0730428277454514,0.131055504600718,-0.329906896738582,0.183821241247679,-0.08024204912046,0.00719922137500857
"Casper Ruud",-0.0732280263554997,0.110262147706694,-0.289337864718656,0.142881812007657,-0.193015637319923,0.119787610964423
"Ugo Humbert",-0.0736033623868319,0.113997338278432,-0.297034039745988,0.149827314972325,-0.212839287896959,0.139235925510127
"Mackenzie Mcdonald",-0.0745853068414773,0.141447862123823,-0.351818022294358,0.202647408611404,-0.0771164059187561,0.00253109907727882
"Alexei Popyrin",-0.0758108080304902,0.11771175936065,-0.30652161693421,0.154900000873229,-0.0596062671229137,-0.0162045409075765
"Daniil Medvedev",-0.0817575286471534,0.0719717380909344,-0.222819543210134,0.0593044859158274,-0.0527783292624111,-0.0289791993847423
"Feliciano Lopez",-0.0845903937925475,0.125522753617555,-0.330610470123249,0.161429682538154,-0.151170563518227,0.0665801697256796
"Jared Donaldson",-0.0851816243934346,0.136018506755861,-0.351772998865839,0.18140975007897,0.0350579485203497,-0.120239572913784
"Carlos Alcaraz",-0.0863398744227133,0.0721226554794775,-0.22769768163188,0.055017932786453,-0.17754716849353,0.091207294070817
"Aleksandar Kovacevic",-0.0915960327470189,0.144234334167263,-0.37429013304897,0.191098067554932,-0.0581653690138174,-0.0334306637332015
"Andreas Seppi",-0.0962899873802063,0.135579853410902,-0.362021617094795,0.169441642334382,-0.0631435283302529,-0.0331464590499534
"Novak Djokovic",-0.0983246570505834,0.0534877198587524,-0.203158661588906,0.00650934748773906,-0.0846550638814414,-0.013669593169142
"Denis Kudla",-0.0988019162016837,0.120945911581544,-0.335851546978875,0.138247714575507,-0.0846080522686946,-0.0141938639329891
"Frances Tiafoe",-0.105982253574647,0.0819238261760669,-0.266550002355458,0.0545854952061642,-0.0761867769756438,-0.0297954765990029
"Lucas Pouille",-0.114270914613052,0.108154336758855,-0.326249519432225,0.0977076902061211,-0.114586273426466,0.000315358813413644
"Robin Haase",-0.116132637038082,0.125393942611966,-0.361900248437018,0.129634974360855,-0.00149449639465836,-0.114638140643423
"Denis Istomin",-0.126443408697524,0.138541084906812,-0.397978945493981,0.145092128098933,-0.0650217713439308,-0.0614216373535932
"Philipp Kohlschreiber",-0.129628566813783,0.137676535307632,-0.399469617532998,0.140212483905433,-0.23069944416499,0.101070877351208
"Tallon Griekspoor",-0.130744566382721,0.146321951220767,-0.417530320923051,0.156041188157609,-0.0824898016857073,-0.0482547646970139
"Rafael Nadal",-0.13424205829995,0.0830926155873721,-0.297100592232431,0.0286164756325303,-0.210002736369181,0.0757606780692304
"Jiri Vesely",-0.136702869715587,0.105577723669585,-0.343631405677697,0.0702256662465219,-0.152272761594962,0.0155698918793748
"Aljaz Bedene",-0.136769308718085,0.143844338085662,-0.418699030745986,0.145160413309816,-0.120864965183252,-0.015904343534833
"Max Purcell",-0.138903932292172,0.147494487503217,-0.42798781571667,0.150179951132326,-0.202570397336128,0.0636664650439557
